Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
spa andorre la vieille,78,78,260,20,0.40,https://www.caldea.com/fr/notre-spa,0,0,0.00,0.42,251000,"[29,29,29,44,36,29,29,23,15,19,23,36]",2025-11-29,"Local pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
hôtel avec parc aquatique espagne,59,59,50,14,0.41,https://www.caldea.com/fr/,0,0,0.00,0.76,2080000,"[14,4,0,4,14,19,19,100,23,23,33,42]",2025-11-28,"Image pack, Video, Image, Hotels Pack, Related searches",commercial,Organic
eau froide bienfait,80,80,50,11,0.00,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0.03,23500000,"[26,26,15,26,19,26,42,7,42,7,7,7]",2026-01-17,"Video, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
mediodia hotel,69,69,50,25,0.65,https://www.caldea.com/entradas-plus,0,0,0.00,0.47,23200000,"[53,66,2,0,0,0,0,0,0,0,2,17]",2026-01-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
hôtel andorra,56,56,720,23,0.55,https://www.caldea.com/fr/,0,0,0.00,1,49800000,"[100,81,62,100,24,45,45,36,55,20,13,1]",2025-12-24,"Sitelinks, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
spa c est quoi,17,17,320,13,0.03,https://www.caldea.com/blog/origine-mot-spa/?lang=fr,0,0,0.00,0.01,65700000,"[66,82,100,66,43,53,53,66,82,82,82,100]",2026-01-26,"Knowledge panel, Video, Video Carousel, People also ask, Related searches",informational,Organic
week end thermal,34,34,140,30,0.42,https://www.caldea.com/fr/,0,0,0.00,0.99,109000000,"[65,53,43,43,28,34,21,34,34,43,53,53]",2026-01-08,"Video, Ads bottom, People also ask, Related searches",informational,Organic
randonnée en andorre,63,63,210,,0.20,https://www.caldea.com/blog/lacs-andorre/?lang=fr,0,0,0.00,0.04,2120000,"[13,20,10,16,16,20,24,36,10,6,3,1]",2026-01-21,"Video, People also ask, Related searches, See results about",informational,Organic
hotel altea espagne,73,73,170,23,0.77,https://www.caldea.com/,0,0,0.00,0.82,5600000,"[35,28,43,53,53,35,35,82,43,43,35,28]",2026-01-23,"Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
cirque du soleil andorre,8,8,390,22,2.41,https://www.caldea.com/fr/premium/offre-cirque-du-soleil,0,0,0.00,0.09,213000,"[4,2,3,5,13,20,41,100,16,2,4,5]",2026-01-22,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
cirque du soleil andorre,23,23,390,22,2.41,https://www.caldea.com/fr/offres-cirque-soleil-andorre,0,0,0.00,0.09,213000,"[4,2,3,5,13,20,41,100,16,2,4,5]",2026-01-22,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
cirque du soleil andorre,41,41,390,22,2.41,https://www.caldea.com/blog/muv-cirque-soleil-hotel-andorre/?lang=fr,0,0,0.00,0.09,213000,"[4,2,3,5,13,20,41,100,16,2,4,5]",2026-01-22,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
cirque du soleil andorre,76,76,390,22,2.41,https://www.caldea.com/blog/cirque-soleil-andorre-premiere/?lang=fr,0,0,0.00,0.09,213000,"[4,2,3,5,13,20,41,100,16,2,4,5]",2026-01-22,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
cirque du soleil andorre,88,88,390,22,2.41,https://www.caldea.com/blog/cirque-soleil-andorre-rebel/?lang=fr,0,0,0.00,0.09,213000,"[4,2,3,5,13,20,41,100,16,2,4,5]",2026-01-22,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
ax les thermes balneo,95,0,110,21,0.38,https://www.caldea.com/,0,0,0.00,0.16,3380,"[13,16,8,8,3,5,3,5,6,5,6,6]",2026-02-05,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",navigational,Organic
caliceo toulouse horaires,55,55,390,28,0.00,https://www.caldea.com/fr/,0,0,0.00,0,45200,"[44,66,66,100,100,100,66,66,54,35,54,66]",2025-12-07,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
calella hotel,84,84,260,21,0.54,https://www.caldea.com/,0,0,0.00,0.68,3260000,"[36,36,23,29,29,19,29,36,54,19,23,15]",2026-01-21,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
la caldea andorre,2,2,70,31,0.26,https://www.caldea.com/fr/faq-caldea,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",People also ask
la caldea andorre,2,2,70,31,0.26,https://www.caldea.com/en/add-extras,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",People also ask
la caldea andorre,2,2,70,31,0.26,https://www.caldea.com/fr/histoire-balneo,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",People also ask
la caldea andorre,4,4,70,31,0.26,https://www.caldea.com/,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,15,15,70,31,0.26,https://www.caldea.com/fr/offre-hotel-andorre,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,22,22,70,31,0.26,https://www.caldea.com/fr/histoire-balneo,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,32,32,70,31,0.26,https://www.caldea.com/fr/origines,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,50,50,70,31,0.26,https://www.caldea.com/fr/premium-french-landing,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,54,54,70,31,0.26,https://www.caldea.com/fr/massages,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,59,59,70,31,0.26,https://www.caldea.com/fr/histoire-balneo,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,62,62,70,31,0.26,https://www.caldea.com/fr/familles,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,65,65,70,31,0.26,https://www.caldea.com/fr/entrees,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,72,72,70,31,0.26,https://www.caldea.com/fr/notre-spa,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,77,77,70,31,0.26,https://www.caldea.com/fr/reservez-maintenant,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,85,85,70,31,0.26,https://www.caldea.com/fr/couple,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
la caldea andorre,94,94,70,31,0.26,https://www.caldea.com/fr/premium,0,0,0.00,0.36,260000,"[52,41,29,29,29,11,11,11,64,52,100,100]",2026-01-28,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos","informational, transactional",Organic
calella espagne,97,97,1900,25,0.50,https://www.caldea.com/fr/,0,0,0.00,0.03,1180000,"[16,16,29,24,35,53,44,53,81,66,29,24]",2026-01-01,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
siam park avis,61,61,90,,0.00,https://www.caldea.com/,0,0,0.00,0.17,795000,"[5,8,11,11,11,11,18,35,23,11,15,6]",2026-01-05,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ayurveda experience avis,60,60,390,15,0.33,https://www.caldea.com/,0,0,0.00,1,410000,"[29,44,44,54,66,81,100,66,66,44,44,54]",2026-01-18,"Knowledge panel, Sitelinks, Video, Ads bottom, People also ask, Related searches",navigational,Organic
activités andorre,28,28,170,20,0.23,https://www.caldea.com/fr/quoi-faire-andorre,0,0,0.00,0.45,7110000,"[28,35,18,15,23,23,23,54,35,18,23,23]",2026-01-13,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
se baigner dans une eau à 15,89,89,90,27,0.00,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0,4150000,"[15,18,11,15,23,23,15,6,18,15,18,15]",2026-01-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
andorre quoi faire,47,47,70,19,0.20,https://www.caldea.com/fr/,0,0,0.00,0.13,11900000,"[64,23,29,29,41,41,29,29,29,64,64,17]",2025-12-24,"Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
webcam calpe espagne,47,47,70,18,0.00,https://www.caldea.com/,0,0,0.00,0.33,8900,"[52,23,19,19,33,19,23,14,80,52,33,19]",2025-12-24,"Image pack, Image, People also ask, Related searches",informational,Organic
baignade eau froide,15,15,90,16,0.37,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0.15,1690000,"[81,81,21,21,15,15,6,12,15,15,15,15]",2026-01-16,"Video, People also ask, Related searches, Short videos",informational,Organic
baignade eau froide,25,25,90,16,0.37,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0.15,1690000,"[81,81,21,21,15,15,6,12,15,15,15,15]",2026-01-16,"Video, People also ask, Related searches, Short videos",informational,Organic
source chaudes,97,97,110,28,0.00,https://www.caldea.com/fr/,0,0,0.00,0,31900000,"[15,12,15,12,15,12,12,3,19,15,15,15]",2025-12-24,"Local pack, Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, Short videos",commercial,Organic
restaurant rocroi,75,75,320,21,0.00,https://www.caldea.com/ofertas,0,0,0.00,0,46600,"[35,100,100,66,81,81,66,100,81,54,66,43]",2026-01-03,"Local pack, Video, Image, Related searches",commercial,Organic
hotel paris barcelone perpignan,83,83,210,21,0.35,https://www.caldea.com/fr/,0,0,0.00,0.71,10,"[32,21,26,26,21,14,14,14,17,21,32,32]",2025-11-10,"Knowledge panel, Image pack, Image, People also ask, Related searches",informational,Organic
magasin à andorre la vieille,41,41,880,14,0.15,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.05,130000,"[30,24,34,13,24,44,30,20,11,65,24,34]",2025-12-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
thalasso barcelone,31,31,140,15,0.32,https://www.caldea.com/fr/,0,0,0.00,0.97,392000,"[43,53,65,65,53,43,21,21,21,34,43,65]",2025-12-29,"Sitelinks, Image, Ads top, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
spa calicéo,70,70,90,30,0.00,https://www.caldea.com/,0,0,0.00,0.14,70300,"[34,26,42,42,26,34,19,26,26,42,42,42]",2026-01-05,"Local pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",Organic
center parc burkini,72,72,880,21,0.36,https://www.caldea.com/,0,0,0.00,0.02,32000,"[2,2,2,2,2,3,3,7,100,29,24,18]",2025-12-13,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches","informational, transactional",Organic
atrapalo,60,60,1000,36,0.23,https://www.caldea.com/,0,0,0.00,0.08,1100000,"[52,46,46,37,46,52,52,52,52,52,68,68]",2025-12-16,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
que faire en andore,73,73,50,23,0.44,https://www.caldea.com/blog/que-faire-andorre-automne/?lang=fr,0,0,0.00,0.23,20800000,"[0,0,22,4,0,2,100,4,4,2,2,2]",2026-01-02,"Video, Image, People also ask, Related searches",informational,Organic
hoteles andorra la vella,76,0,70,18,0.63,https://www.caldea.com/,0,0,0.00,0.97,2870000,"[21,21,43,28,6,6,6,6,65,21,15,28]",2026-02-05,"Video, Image, Ads bottom, Hotels Pack, Related searches",commercial,Organic
vieille carne,37,37,260,24,0.00,https://www.caldea.com/,0,0,0.00,0,568000,"[54,44,54,44,54,44,54,35,35,44,54,54]",2025-12-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
vieille carne,42,42,260,24,0.00,https://www.caldea.com/,0,0,0.00,0,568000,"[54,44,54,44,54,44,54,35,35,44,54,54]",2025-12-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
massage girona spain,46,46,90,8,0.00,https://www.caldea.com/,0,0,0.00,0,999000,"[41,41,41,100,82,41,52,41,64,41,52,41]",2026-01-03,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
frequentation europa park,87,87,1900,15,0.65,https://www.caldea.com/,0,0,0.00,0.01,25500,"[100,100,65,65,34,20,34,65,65,100,65,100]",2025-11-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
rally roses des sables,89,89,140,26,0.00,https://www.caldea.com/blog/trophee-roses-des-sables/?lang=fr,0,0,0.00,0,127000,"[18,18,18,18,11,18,11,18,11,23,100,28]",2026-01-13,"Knowledge panel, Video, Image, People also ask, Related searches, Short videos",informational,Organic
spa andorra,16,16,140,10,0.45,https://www.caldea.com/en/,0,0,0.00,0.51,22200000,"[26,65,26,100,34,100,80,65,42,42,80,42]",2025-12-06,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
spa andorra,34,34,140,10,0.45,https://www.caldea.com/fr/premium,0,0,0.00,0.51,22200000,"[26,65,26,100,34,100,80,65,42,42,80,42]",2025-12-06,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
spa andorra,46,46,140,10,0.45,https://www.caldea.com/fr/couple,0,0,0.00,0.51,22200000,"[26,65,26,100,34,100,80,65,42,42,80,42]",2025-12-06,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
spa andorra,53,53,140,10,0.45,https://www.caldea.com/fr/classic,0,0,0.00,0.51,22200000,"[26,65,26,100,34,100,80,65,42,42,80,42]",2025-12-06,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
spa andorra,68,68,140,10,0.45,https://www.caldea.com/fr/couple,0,0,0.00,0.51,22200000,"[26,65,26,100,34,100,80,65,42,42,80,42]",2025-12-06,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
spa andorra,88,88,140,10,0.45,https://www.caldea.com/,0,0,0.00,0.51,22200000,"[26,65,26,100,34,100,80,65,42,42,80,42]",2025-12-06,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
kaldea,43,43,90,12,0.53,https://www.caldea.com/,0,0,0.00,0.01,82900,"[52,41,41,64,29,41,41,41,41,64,64,100]",2026-01-05,"Knowledge panel, Image pack, Video, Image, Video Carousel",informational,Organic
casa altea,60,60,70,17,0.26,https://www.caldea.com/fr/,0,0,0.00,0.16,10200000,"[41,0,0,0,17,41,23,64,82,100,100,41]",2025-11-28,"Knowledge panel, Video, Image",informational,Organic
ordino andorre,69,69,590,16,0.77,https://www.caldea.com/blog/coll-ordino-andorre/?lang=fr,0,0,0.00,0.04,409000,"[55,55,45,36,30,30,36,20,36,36,55,100]",2025-10-01,"Knowledge panel, Sitelinks, Image, Video Carousel, People also ask, Related searches",informational,Organic
week end thermes,58,58,70,30,0.42,https://www.caldea.com/fr/,0,0,0.00,0.76,3530000,"[63,100,63,100,100,45,36,27,27,18,27,45]",2025-12-02,"Local pack, Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
offre caldea hotel,18,18,110,17,0.33,https://www.caldea.com/fr/promotions,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,22,22,110,17,0.33,https://www.caldea.com/fr/classic/offre-hotel-andorre,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,25,25,110,17,0.33,https://www.caldea.com/fr/,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,28,28,110,17,0.33,https://www.caldea.com/fr/offres-derniere-minute,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,37,37,110,17,0.33,https://www.caldea.com/fr/offres-avec-restaurant-et-hotel,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,40,40,110,17,0.33,https://www.caldea.com/fr/classic/offre-entree-acces-origenes-grauit-hotel-metropolis-4,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,41,41,110,17,0.33,https://www.caldea.com/fr/classic/offre-hotel-rocblanc,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,44,44,110,17,0.33,https://www.caldea.com/fr/classic/offre-entree-acces-origenes-grauit-hotel-metropolis-4,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,54,54,110,17,0.33,https://www.caldea.com/fr/premium/offre-spa-hotel-centric-4,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,59,59,110,17,0.33,https://www.caldea.com/fr/classic/spa-cirque-du-soleil-hotel-eureka-andorre,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,62,62,110,17,0.33,https://www.caldea.com/fr/hotel,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,66,66,110,17,0.33,https://www.caldea.com/fr/offres-spa-soin,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,68,68,110,17,0.33,https://www.caldea.com/fr/premium/offre-exclusive-entree-hotel-delfos,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,72,72,110,17,0.33,https://www.caldea.com/fr/classic/offre-familles-2-adultes-2-enfants,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,76,76,110,17,0.33,https://www.caldea.com/fr/entra-treatment-hotel-listing,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,80,80,110,17,0.33,https://www.caldea.com/fr/offre-restaurant-andorre,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,82,82,110,17,0.33,https://www.caldea.com/fr/premium/offre-exclusive-entree-hotel-delfos,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,86,86,110,17,0.33,https://www.caldea.com/fr/premium/offre-spa-hotel-centric-4,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,87,87,110,17,0.33,https://www.caldea.com/fr/offres-ski-andorre,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,88,88,110,17,0.33,https://www.caldea.com/fr/offre-restaurant-andorre,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,90,90,110,17,0.33,https://www.caldea.com/fr/offres-avec-restaurant-et-hotel,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,92,92,110,17,0.33,https://www.caldea.com/,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,93,93,110,17,0.33,https://www.caldea.com/fr/couple,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,95,95,110,17,0.33,https://www.caldea.com/fr/offrez-caldea,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,96,96,110,17,0.33,https://www.caldea.com/fr/remises,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,97,97,110,17,0.33,https://www.caldea.com/fr/entrees,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,99,99,110,17,0.33,https://www.caldea.com/fr/conditions-reservation,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
offre caldea hotel,100,100,110,17,0.33,https://www.caldea.com/fr/offres-ski-andorre,0,0,0.00,0.88,625000,"[80,42,66,80,52,33,33,42,52,52,66,19]",2026-01-24,"Image, Related searches","informational, transactional",Organic
magasin vetement andorre,24,24,110,13,0.00,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.07,664000,"[18,15,18,18,35,18,18,28,28,18,18,11]",2026-01-31,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
cala spa,38,38,260,11,1.47,https://www.caldea.com/,0,0,0.00,0.23,20700000,"[43,66,43,35,35,54,43,43,43,54,81,100]",2026-01-06,"Knowledge panel, Video, Image, Related searches","informational, transactional",Organic
cala spa,40,40,260,11,1.47,https://www.caldea.com/,0,0,0.00,0.23,20700000,"[43,66,43,35,35,54,43,43,43,54,81,100]",2026-01-06,"Knowledge panel, Video, Image, Related searches","informational, transactional",Organic
shopping en andorre,19,19,320,13,0.20,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.05,2620000,"[36,29,44,44,36,29,36,36,100,44,29,44]",2025-12-26,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
shopping en andorre,27,27,320,13,0.20,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.05,2620000,"[36,29,44,44,36,29,36,36,100,44,29,44]",2025-12-26,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
andorre solde,11,11,110,16,0.00,https://www.caldea.com/blog/soldes-ete-andorre/?lang=fr,0,0,0.00,0.02,2840000,"[23,15,15,23,23,9,1,19,12,12,15,23]",2025-11-30,"Video, Featured snippet, People also ask, Related searches",informational,Organic
andorre solde,37,37,110,16,0.00,https://www.caldea.com/blog/soldes-andorre-2018/?lang=fr,0,0,0.00,0.02,2840000,"[23,15,15,23,23,9,1,19,12,12,15,23]",2025-11-30,"Video, Featured snippet, People also ask, Related searches",informational,Organic
andorre solde,85,85,110,16,0.00,https://www.caldea.com/blog/soldes-hiver-andorre/?lang=fr,0,0,0.00,0.02,2840000,"[23,15,15,23,23,9,1,19,12,12,15,23]",2025-11-30,"Video, Featured snippet, People also ask, Related searches",informational,Organic
hotel en andorre la vieille,80,80,2400,25,0.49,https://www.caldea.com/,0,0,0.00,1,172000,"[0,44,44,100,66,100,2,4,100,3,3,24]",2026-02-01,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
circuit andorre,77,77,110,19,0.07,https://www.caldea.com/,0,0,0.00,0.04,1580000,"[21,21,43,34,28,21,21,34,34,34,43,34]",2025-12-24,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
sothys pro,48,48,210,17,0.00,https://www.caldea.com/fr/beaute-by-sothys,0,0,0.00,0.01,885000,"[82,100,43,43,53,43,53,43,43,53,23,23]",2025-12-08,"Sitelinks, Video, Image, Related searches",navigational,Organic
sothys pro,53,53,210,17,0.00,https://www.caldea.com/fr/beaute-by-sothys,0,0,0.00,0.01,885000,"[82,100,43,43,53,43,53,43,43,53,23,23]",2025-12-08,"Sitelinks, Video, Image, Related searches",navigational,Organic
bienfait d'un bain froid,40,40,50,19,0.00,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,0,0,0.00,0,5100000,"[14,78,7,7,7,78,100,100,7,7,7,7]",2026-01-07,"Featured snippet, Image, People also ask, Related searches",informational,Organic
meilleurs restaurants andorre la vieille,45,45,50,24,0.36,https://www.caldea.com/,0,0,0.00,0.03,371000,"[80,0,0,0,0,0,0,66,66,52,0,4]",2025-11-26,"Local pack, Video, Related searches",commercial,Organic
carte caliceo,68,68,90,19,0.00,https://www.caldea.com/fr/,0,0,0.00,0,31100,"[78,78,78,50,50,50,50,50,35,50,50,50]",2025-12-27,"Sitelinks, Image, People also ask, Related searches",navigational,Organic
que faire à andorre,56,56,480,20,0.19,https://www.caldea.com/fr/,0,0,0.00,0.21,21300000,"[36,30,30,24,24,30,24,30,76,76,24,45]",2025-12-28,"Sitelinks, Video, Image, People also ask, Related searches, Short videos",informational,Organic
magasin andore,19,19,140,17,0.21,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.06,3600000,"[3,4,3,100,0,4,3,5,10,2,3,54]",2026-01-31,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
magasin andore,28,28,140,17,0.21,https://www.caldea.com/blog/shopping-andorre-recommandations-boutiques/?lang=fr,0,0,0.00,0.06,3600000,"[3,4,3,100,0,4,3,5,10,2,3,54]",2026-01-31,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
