Dirección,Código de respuesta,Tipo de contenido,Indexabilidad,Estado de indexabilidad,Nivel de profundidad,Enlaces internos,Enlaces internos únicos,Enlaces salientes,Recuento de palabras,Tiempo de respuesta,Last Modified,Elemento de enlace canónico 1,Meta robots 1,Título 1,Meta description 1,H1-1,Ancho de píxeles del título 1,Ancho de píxeles de la meta description 1
https://www.caldea.com/ca/inuu/oferta-spa-naturland-tobotronc,301,text/html; charset=UTF-8,No indexable,Redirigido,6,1,1,0,0,"0,043",,,,,,,0,0
https://www.caldea.com/blog/tag/pont-de-la-purissima/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,44,5,211,840,"2,371",,,"noindex, follow",pont de la puríssima Archives | Caldea,,pont de la puríssima,340,0
https://www.caldea.com/blog/?p=17796&lang=fr,301,text/html; charset=UTF-8,No indexable,Redirigido,6,0,0,0,0,"0,236",,,,,,,0,0
https://www.caldea.com/blog/tag/spa-a-partir-de-5-anos/,200,text/html; charset=UTF-8,No indexable,noindex,6,44,3,202,796,"2,523",,,"noindex, follow",Spa a partir de 5 años Archives | Caldea,,Spa a partir de 5 años,353,0
https://www.caldea.com/blog/tibetan-bowls/?lang=en,200,text/html; charset=UTF-8,Indexable,,6,71,13,199,1107,"2,346",,https://www.caldea.com/blog/tibetan-bowls/?lang=en,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Discover the benefits of Tibetan bowls and its vibrations at Caldea,Achieve a state of inner peace and relaxation in the Inúu workshops thanks to the vibrations of the Tibetan bowls. We explain all their benefits here.,Relax and disconnect at Inúu with the Tibetan bowl workshop,590,903
https://www.caldea.com/css/common.css.php?v1=20260206002408&&owl.carousel.css&easy-responsive-tabs.css&select2.min.css&jquery-ui.css&common.css&style.css&index.css&form.css&reservar-menu.css&lightslider.css&lsting.css&style-reservar.css&callender.css&style-select.css&easy-responsive-tabs.css&detailspage.css&style-register.css&popup1.css&responsive.css&colorbox.css&jquery.mCustomScrollbar.css&bootstrap.min.css&infobox3-control.css&subscription-control.css&topbar-control.css&footer-control.css&copyright-control.css&responsive-control.css,200,text/css;charset=UTF-8,Indexable,,6,0,0,0,0,"0,178",,,,,,,0,0
https://www.caldea.com/blog/tag/reservas-anticipadas/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,199,779,"2,579",,,"noindex, follow",reservas anticipadas Archives | Caldea,,reservas anticipadas,344,0
https://www.caldea.com/blog/tag/verano-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,59,22,222,878,"2,238",,,"noindex, follow",verano Archives | Caldea,,verano,220,0
https://www.caldea.com/blog/tag/caldea-soir/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,40,5,202,806,"2,732",,,"noindex, follow",caldea soir Archives | Caldea,,caldea soir,256,0
https://www.caldea.com/blog/autoshiatsu-facial-en-casa/,200,text/html; charset=UTF-8,Indexable,,6,76,14,210,1162,"2,220",,https://www.caldea.com/blog/autoshiatsu-facial-en-casa/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Aprende a potenciar tu mente con autoshiatsu facial,Ejercicios fáciles y rápidos para hacer en casa para potenciar la mente y relajar la vista a través del autoshiatsu facial de Caldea. ¡Descúbrelos aquí!,¡Seguimos a tu lado! Aprende como hacer un autoshiatsu facial,467,904
https://www.caldea.com/blog/tag/vallnord-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,62,25,222,878,"3,102",,,"noindex, follow",vallnord Archives | Caldea,,vallnord,230,0
https://www.caldea.com/termoludico/masaje-gravitas-45min,301,text/html; charset=UTF-8,No indexable,Redirigido,6,2,2,0,0,"0,041",,,,,,,0,0
https://www.caldea.com/blog/tag/spa-ninos/,200,text/html; charset=UTF-8,No indexable,noindex,6,52,11,223,876,"2,371",,,"noindex, follow",spa niños Archives | Caldea,,spa niños,244,0
https://www.caldea.com/fr/inuu/reflexologie-plantaire-30-min,301,text/html; charset=UTF-8,No indexable,Redirigido,6,2,2,0,0,"0,041",,,,,,,0,0
https://www.caldea.com/css/common.css.php?v1=20260206002502&&owl.carousel.css&easy-responsive-tabs.css&select2.min.css&jquery-ui.css&common.css&style.css&index.css&form.css&reservar-menu.css&lightslider.css&lsting.css&style-reservar.css&callender.css&style-select.css&easy-responsive-tabs.css&detailspage.css&style-register.css&popup1.css&responsive.css&colorbox.css&jquery.mCustomScrollbar.css&bootstrap.min.css&infobox3-control.css&subscription-control.css&topbar-control.css&footer-control.css&copyright-control.css&responsive-control.css,200,text/css;charset=UTF-8,Indexable,,6,0,0,0,0,"0,170",,,,,,,0,0
https://www.caldea.com/blog/ski-andorra-grandvalira-vallnord/?lang=en,200,text/html; charset=UTF-8,Indexable,,6,98,22,212,1151,"2,613",,https://www.caldea.com/blog/ski-andorra-grandvalira-vallnord/?lang=en,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Grandvalira and Vallnord: the two ski paradises of Andorra,"Discover Andorra’s two ski resorts, Grandvalira and Vallnord, and enjoy your favourite snow sports this winter with CALDEA's offers.","Discover Grandvalira and Vallnord, the two ski areas in Andorra",518,814
https://www.caldea.com/ofertas-actividades-andorra,301,text/html; charset=UTF-8,No indexable,Redirigido,6,4,4,0,0,"0,045",,,,,,,0,0
https://www.caldea.com/blog/tag/solidarite/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,193,769,"3,003",,,"noindex, follow",solidarité Archives | Caldea,,solidarité,242,0
https://www.caldea.com/blog/tag/motos-de-nieve/,200,text/html; charset=UTF-8,No indexable,noindex,6,44,3,202,792,"2,370",,,"noindex, follow",motos de nieve Archives | Caldea,,motos de nieve,296,0
https://www.caldea.com/blog/tag/masajes-premama/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,200,776,"2,530",,,"noindex, follow",Masajes premamá Archives | Caldea,,Masajes premamá,326,0
https://www.caldea.com/blog/tag/automassage-des-cervicales/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,193,775,"2,765",,,"noindex, follow",automassage des cervicales Archives | Caldea,,automassage des cervicales,413,0
https://www.caldea.com/blog/tag/spa-thermal-andorre/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,64,26,223,882,"2,760",,,"noindex, follow",spa thermal andorre Archives | Caldea,,spa thermal andorre,340,0
https://www.caldea.com/blog/tag/activites-spa/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,38,3,196,782,"2,427",,,"noindex, follow",activités spa Archives | Caldea,,activités spa,272,0
https://www.caldea.com/inuu/promocion-entrada-masaje-hotel-les-closes-3,301,text/html; charset=UTF-8,No indexable,Redirigido,6,1,1,0,0,"0,048",,,,,,,0,0
https://www.caldea.com/blog/tag/inuu-andorre/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,75,36,223,874,"2,851",,,"noindex, follow",inuu Andorre Archives | Caldea,,inuu Andorre,273,0
https://www.caldea.com/blog/tag/espectacles-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,38,3,193,766,"2,669",,,"noindex, follow",espectacles Archives | Caldea,,espectacles,266,0
https://www.caldea.com/blog/tag/reapertura-caldea/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,200,776,"2,508",,,"noindex, follow",reapertura caldea Archives | Caldea,,reapertura caldea,317,0
https://www.caldea.com/blog/tag/ordino-arcalis/,200,text/html; charset=UTF-8,No indexable,noindex,6,48,7,205,806,"2,808",,,"noindex, follow",ordino arcalís Archives | Caldea,,ordino arcalís,279,0
https://www.caldea.com/blog/tag/fete/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,39,4,199,792,"2,783",,,"noindex, follow",fête Archives | Caldea,,fête,195,0
https://www.caldea.com/blog/tag/massatge-reductor/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,41,2,202,797,"2,844",,,"noindex, follow",massatge reductor Archives | Caldea,,massatge reductor,328,0
https://www.caldea.com/blog/massatges-tractaments-sothys/?lang=ca,200,text/html; charset=UTF-8,Indexable,,6,88,18,217,1337,"2,445",,https://www.caldea.com/blog/massatges-tractaments-sothys/?lang=ca,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Caldea renova la carta de tractaments amb Sothys Paris,Caldea signa un acord amb la prestigiosa marca françesa Sothys i introdueix nous massatges i tractaments de bellesa realitzats amb els seus productes.,Caldea renova la seva carta de tractaments apostant pels valors mediambientals i d’innovació,503,943
https://www.caldea.com/ca/termoludic-treatment,301,text/html; charset=UTF-8,No indexable,Redirigido,6,9,7,0,0,"0,049",,,,,,,0,0
https://www.caldea.com/blog/tag/blu-ca/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,48,9,222,881,"2,451",,,"noindex, follow",Blu Archives | Caldea,,Blu,187,0
https://www.caldea.com/classic/spa-puente-tibetano-mirador-canillo,200,text/html; charset=UTF-8,Indexable,,6,21,1,153,1048,"0,410",,,"all, index, follow",Compra tu entrada a Caldea con el puente tibetano de Canillo,Disfruta del puente tibetano de Canillo y del mirador del Roc del Quer con las mejores vistas de Andorra y rebaja la adrenalina bañándote en las aguas termales de Caldea.,Entrada Classic + Puente Tibetano y Mirador del Roc del Quer,548,1043
https://www.caldea.com/blog/tag/engagement-social/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,38,3,196,786,"2,402",,,"noindex, follow",Engagement social Archives | Caldea,,Engagement social,329,0
https://www.caldea.com/blog/tag/escapada-andorra-ca/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,59,18,230,911,"2,464",,,"noindex, follow",escapada andorra Archives | Caldea,,escapada andorra,319,0
https://www.caldea.com/blog/tag/spa-et-activites/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,193,773,"2,438",,,"noindex, follow",spa et activités Archives | Caldea,,spa et activités,295,0
https://www.caldea.com/blog/tag/regals-del-dia-de-la-mare/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,41,2,201,806,"2,401",,,"noindex, follow",regals del dia de la mare Archives | Caldea,,regals del dia de la mare,378,0
https://www.caldea.com/blog/escapar-rutina-andorra/,200,text/html; charset=UTF-8,Indexable,,6,96,18,223,1296,"2,409",,https://www.caldea.com/blog/escapar-rutina-andorra/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Escapa de la rutina en Andorra con la increíble oferta de CALDEA,Descubre la oferta que hemos preparado en CALDEA para que tú y tu acompañante dejéis la rutina atrás con una escapada a Andorra.,Escapa de la rutina: Ven a Andorra y descubre el Termolúdico de Caldea,576,829
https://www.caldea.com/blog/plans-automne/?lang=fr,200,text/html; charset=UTF-8,Indexable,,6,79,17,208,1278,"2,596",,https://www.caldea.com/blog/plans-automne/?lang=fr,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Découvrez tous les plans d’automne à faire à Caldea,"Nous vous proposons les meilleurs plans d’automne pour organiser une escapade en novembre, que vous veniez en famille, en couple ou entre amis.","Plans d’automne : Caldea, spectacles, gastronomie et shopping",467,909
https://www.caldea.com/blog/beneficios-origen-hammam/,301,text/html; charset=UTF-8,No indexable,Redirigido,6,4,4,0,0,"0,296",,,,,,,0,0
https://www.caldea.com/blog/tag/japanese-restaurant/?lang=en,200,text/html; charset=UTF-8,No indexable,noindex,6,41,4,195,762,"2,617",,,"noindex, follow",Japanese restaurant Archives | Caldea,,Japanese restaurant,344,0
https://www.caldea.com/classic/festival-jazz-andorra,302,text/html; charset=UTF-8,No indexable,Redirigido,6,0,0,0,0,"0,061",,,,,,,0,0
https://www.caldea.com/blog/tag/esqui-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,47,12,217,860,"2,542",,,"noindex, follow",esquí Archives | Caldea,,esquí,207,0
https://www.caldea.com/blog/tag/course-spartiate/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,193,771,"2,175",,,"noindex, follow",course spartiate Archives | Caldea,,course spartiate,304,0
https://www.caldea.com/blog/tag/bano-de-pomelos-en/?lang=en,200,text/html; charset=UTF-8,No indexable,noindex,6,42,5,189,739,"2,734",,,"noindex, follow",Baño de pomelos Archives | Caldea,,Baño de pomelos,313,0
https://www.caldea.com/blog/tag/hotel-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,40,5,193,768,"2,894",,,"noindex, follow",Hotel Archives | Caldea,,Hotel,207,0
https://www.caldea.com/blog/tag/inuu-y-grandvalira/,200,text/html; charset=UTF-8,No indexable,noindex,6,44,3,202,793,"3,019",,,"noindex, follow",inúu y grandvalira Archives | Caldea,,inúu y grandvalira,316,0
https://www.caldea.com/blog/tag/espectacle-caldea-nit/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,42,3,205,807,"2,715",,,"noindex, follow",espectacle caldea nit Archives | Caldea,,espectacle caldea nit,348,0
https://www.caldea.com/blog/tag/thermes-andorre/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,114,73,223,893,"2,305",,,"noindex, follow",thermes andorre Archives | Caldea,,thermes andorre,308,0
https://www.caldea.com/ca/inuu/tractament-entrada,301,text/html; charset=UTF-8,No indexable,Redirigido,6,1,1,0,0,"0,043",,,,,,,0,0
https://www.caldea.com/blog/tag/cutis-brillant/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,44,4,202,814,"2,468",,,"noindex, follow",cutis brillant Archives | Caldea,,cutis brillant,269,0
https://www.caldea.com/blog/ofertas-otono-caldea/,200,text/html; charset=UTF-8,Indexable,,6,85,17,227,1196,"2,478",,https://www.caldea.com/blog/ofertas-otono-caldea/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Los mejores precios de entrada a Caldea y masaje para el otoño,Planifica una escapada después de la vuelta a la rutina con las ofertas de entrada y masaje relajante que hemos preparado para ti. ¡Consúltalas todas aquí!,Entrada a Caldea y masaje: ¡que nada te frene a la vuelta de las vacaciones!,571,957
https://www.caldea.com/blog/tag/regals-per-sant-valenti/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,41,2,201,802,"2,400",,,"noindex, follow",regals per Sant Valentí Archives | Caldea,,regals per Sant Valentí,362,0
https://www.caldea.com/ca/siam-shiki-restaurant,200,text/html; charset=UTF-8,Indexable,,6,45,2,178,2238,"0,368",,,"all,index,follow",Consulta la carta de plats del restaurant Siam Shiki,"Menja a Caldea al restaurant thai-japonès Siam Shiki, descobreix la carta de plats orientals aquí.",,456,590
https://www.caldea.com/blog/tag/entree-et-massage/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,41,6,205,832,"2,463",,,"noindex, follow",entrée et massage Archives | Caldea,,entrée et massage,327,0
https://www.caldea.com/blog/?attachment_id=5222,301,text/html; charset=UTF-8,No indexable,Redirigido,6,3,3,0,0,"0,235",,,,,,,0,0
https://www.caldea.com/blog/tag/spartan-race-andorra-encamp-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,38,3,193,775,"2,865",,,"noindex, follow",Spartan Race Andorra Encamp Archives | Caldea,,Spartan Race Andorra Encamp,431,0
https://www.caldea.com/flex-oferta-2x1,301,text/html; charset=UTF-8,No indexable,Redirigido,6,2,1,0,0,"0,046",,,,,,,0,0
https://www.caldea.com/blog/tag/romantic-room-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,41,6,196,779,"3,118",,,"noindex, follow",Romantic Room Archives | Caldea,,Romantic Room,301,0
https://www.caldea.com/blog/tag/mushing/,200,text/html; charset=UTF-8,No indexable,noindex,6,48,7,203,788,"2,782",,,"noindex, follow",mushing Archives | Caldea,,mushing,236,0
https://www.caldea.com/blog/tag/nieve-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,41,6,199,796,"2,763",,,"noindex, follow",Nieve Archives | Caldea,,Nieve,210,0
https://www.caldea.com/blog/tag/restez-a-la-maison/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,39,4,199,805,"2,398",,,"noindex, follow",restez à la maison Archives | Caldea,,restez à la maison,323,0
https://www.caldea.com/blog/tag/nuevo-proyecto/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,199,775,"2,464",,,"noindex, follow",nuevo proyecto Archives | Caldea,,nuevo proyecto,295,0
https://www.caldea.com/blog/tag/novias/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,200,776,"2,365",,,"noindex, follow",novias Archives | Caldea,,novias,217,0
https://www.caldea.com/ca/termoludic/oferta-families-2-adults-2-nens,200,text/html; charset=UTF-8,Indexable,,6,21,2,156,998,"4,312",,,"all,index,follow",Oferta per a famílies a Caldea | Paquet entrades 2 adults i 2 nens,Gaudeix de Caldea en família! Reserva ara aquest paquet d'accés Classic amb entrades per a 2 adults i 2 infants de 5 a 11 anys.,Pack família 2 adults + 2 infants (de 5 a 11 anys),580,784
https://www.caldea.com/blog/tag/ofertes-cirque-du-soleil/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,41,2,201,800,"2,323",,,"noindex, follow",ofertes cirque du soleil Archives | Caldea,,ofertes cirque du soleil,362,0
https://www.caldea.com/blog/tag/espectacle-lumiere/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,44,5,210,833,"2,347",,,"noindex, follow",espectacle lumière Archives | Caldea,,espectacle lumière,329,0
https://www.caldea.com/blog/rebel-circo-sol-andorra/,200,text/html; charset=UTF-8,Indexable,,6,76,14,209,1332,"2,477",,https://www.caldea.com/blog/rebel-circo-sol-andorra/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",5 razones para ver el nuevo espectáculo del Circo del Sol en Andorra,Compra la mejor oferta para disfrutar del nuevo espectáculo del Circo del Sol: Rebel y de las aguas termales de Caldea. Reserva antes de quedarte sin plazas,5 razones para no perderte el nuevo espectáculo del Circo del Sol en Andorra,609,960
https://www.caldea.com/blog/tag/spots/?lang=en,200,text/html; charset=UTF-8,No indexable,noindex,6,39,2,189,735,"2,590",,,"noindex, follow",Spots Archives | Caldea,,Spots,210,0
https://www.caldea.com/css/common.css.php?v1=20260206003534&&owl.carousel.css&easy-responsive-tabs.css&select2.min.css&jquery-ui.css&common.css&style.css&index.css&form.css&reservar-menu.css&lightslider.css&lsting.css&style-reservar.css&callender.css&style-select.css&easy-responsive-tabs.css&detailspage.css&style-register.css&popup1.css&responsive.css&colorbox.css&jquery.mCustomScrollbar.css&bootstrap.min.css&infobox3-control.css&subscription-control.css&topbar-control.css&footer-control.css&copyright-control.css&responsive-control.css,200,text/css;charset=UTF-8,Indexable,,6,0,0,0,0,"0,074",,,,,,,0,0
https://www.caldea.com/blog/tag/hotel-et-caldea/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,45,10,215,857,"2,686",,,"noindex, follow",hôtel et caldea Archives | Caldea,,hôtel et caldea,291,0
https://www.caldea.com/blog/tag/medidas-de-prevencion/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,200,778,"2,233",,,"noindex, follow",medidas de prevención Archives | Caldea,,medidas de prevención,366,0
https://www.caldea.com/css/common.css.php?v1=20260206002921&&owl.carousel.css&easy-responsive-tabs.css&select2.min.css&jquery-ui.css&common.css&style.css&index.css&form.css&reservar-menu.css&lightslider.css&lsting.css&style-reservar.css&callender.css&style-select.css&easy-responsive-tabs.css&detailspage.css&style-register.css&popup1.css&responsive.css&colorbox.css&jquery.mCustomScrollbar.css&bootstrap.min.css&infobox3-control.css&subscription-control.css&topbar-control.css&footer-control.css&copyright-control.css&responsive-control.css,200,text/css;charset=UTF-8,Indexable,,6,0,0,0,0,"0,157",,,,,,,0,0
https://www.caldea.com/blog/category/offres/page/3/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,40,3,227,887,"2,335",,,"noindex, follow",Offres Archives | Page 3 sur 17 | Caldea,,Offres,352,0
https://www.caldea.com/blog/tag/spartan/,200,text/html; charset=UTF-8,No indexable,noindex,6,45,4,199,777,"2,950",,,"noindex, follow",spartan Archives | Caldea,,spartan,227,0
https://www.caldea.com/blog/tag/caldea-night-show/?lang=en,200,text/html; charset=UTF-8,No indexable,noindex,6,41,4,195,761,"3,096",,,"noindex, follow",caldea night show Archives | Caldea,,caldea night show,320,0
https://www.caldea.com/ca/inuu/spa-restaurant-siam-shiki,301,text/html; charset=UTF-8,No indexable,Redirigido,6,6,6,0,0,"0,040",,,,,,,0,0
https://www.caldea.com/blog/tag/25-anniversaire/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,39,4,199,796,"3,176",,,"noindex, follow",25 anniversaire Archives | Caldea,,25 anniversaire,296,0
https://www.caldea.com/css/common.css.php?v1=20260206002248&&owl.carousel.css&easy-responsive-tabs.css&select2.min.css&jquery-ui.css&common.css&style.css&index.css&form.css&reservar-menu.css&lightslider.css&lsting.css&style-reservar.css&callender.css&style-select.css&easy-responsive-tabs.css&detailspage.css&style-register.css&popup1.css&responsive.css&colorbox.css&jquery.mCustomScrollbar.css&bootstrap.min.css&infobox3-control.css&subscription-control.css&topbar-control.css&footer-control.css&copyright-control.css&responsive-control.css,200,text/css;charset=UTF-8,Indexable,,6,0,0,0,0,"0,167",,,,,,,0,0
https://www.caldea.com/blog/tag/masaje-relajante-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,49,14,217,883,"3,250",,,"noindex, follow",masaje relajante Archives | Caldea,,masaje relajante,309,0
https://www.caldea.com/blog/tag/enfants/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,38,3,196,775,"2,798",,,"noindex, follow",enfants Archives | Caldea,,enfants,227,0
https://www.caldea.com/blog/category/tendances/page/3/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,40,3,227,874,"2,360",,,"noindex, follow",Tendances Archives | Page 3 sur 12 | Caldea,,Tendances,394,0
https://www.caldea.com/blog/page/46/?lang=fr,200,text/html; charset=UTF-8,No indexable,Canonicalizada,6,40,3,229,956,"2,829",,https://www.caldea.com/blog/page/46/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","Blog Caldea Andorra | Noticias sobre termalismo, bienestar, salud","Siempre a la última en tendencias y novedades sobre termalismo, salud, bienestar y eventos destacados en Caldea y Andorra",Caldea,583,768
https://www.caldea.com/blog/black-friday-offre-2x1/?lang=fr,200,text/html; charset=UTF-8,Indexable,,6,72,14,204,1168,"2,860",,https://www.caldea.com/blog/black-friday-offre-2x1/?lang=fr,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Black Friday Caldea : achat entrées avec 50 % de réduction,"Chez Caldea, nous participons au Black Friday en proposant des entrées et des massages avec 50 % de réduction et une offre Cyber Monday avec ski et Caldea. Découvrez-les ici !",Black Friday et Cyber Monday à Caldea : profitez de nos meilleures offres !,522,1092
https://www.caldea.com/fr/inuu/offre-cirque-soleil,301,text/html; charset=UTF-8,No indexable,Redirigido,6,1,1,0,0,"0,043",,,,,,,0,0
https://www.caldea.com/blog/masajes-duo/,200,text/html; charset=UTF-8,Indexable,,6,73,13,206,1215,"2,332",,https://www.caldea.com/blog/masajes-duo/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Escoge entre los masajes dúo de Caldea para hacer en pareja,Te proponemos masajes dúo relajantes y de belleza con productos Sothys a partir de 30’ y hasta 1 hora para combinar con tu escapada de final de verano.,Escápate en septiembre a Caldea y disfruta de un masaje en pareja,548,952
https://www.caldea.com/fr/inuu/spa-motoneige-nocturne,301,text/html; charset=UTF-8,No indexable,Redirigido,6,3,2,0,0,"0,043",,,,,,,0,0
https://www.caldea.com/es,301,text/html; charset=UTF-8,No indexable,Redirigido,6,0,0,0,0,"0,059",,,,,,,0,0
https://www.caldea.com/blog/tag/ofertas-parejas/,200,text/html; charset=UTF-8,No indexable,noindex,6,43,2,200,780,"2,623",,,"noindex, follow",Ofertas Parejas Archives | Caldea,,Ofertas Parejas,299,0
https://www.caldea.com/fr/premium,200,text/html; charset=UTF-8,Indexable,,6,21,1,165,2539,"4,568",,,"all,index,follow",Le spa seulement pour adultes de Caldea | Spa et soins,"Une expérience thermale totalement personnalisée. Accès réservé aux plus de 16 ans, avec les meilleurs traitements de bien-être, de beauté et de massages.",Premium,493,955
https://www.caldea.com/blog/tag/massatge-lomi-lomi/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,41,2,202,795,"2,415",,,"noindex, follow",Massatge Lomi Lomi Archives | Caldea,,Massatge Lomi Lomi,347,0
https://www.caldea.com/blog/tag/lagune-exterieure-avec-vue-sur-les-montagnes/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,193,779,"2,543",,,"noindex, follow",Lagune extérieure avec vue sur les montagnes Archives | Caldea,,Lagune extérieure avec vue sur les montagnes,575,0
https://www.caldea.com/en/thermoludic/cirque-soleil-offer,301,text/html; charset=UTF-8,No indexable,Redirigido,6,2,2,0,0,"0,045",,,,,,,0,0
https://www.caldea.com/blog/tag/siam-shiki-ca/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,55,14,231,902,"2,527",,,"noindex, follow",siam shiki Archives | Caldea,,siam shiki,249,0
https://www.caldea.com/blog/tag/familles-et-enfants/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,44,9,214,865,"2,656",,,"noindex, follow",Familles et enfants Archives | Caldea,,Familles et enfants,331,0
https://www.caldea.com/blog/tag/private-spa-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,39,4,199,793,"2,372",,,"noindex, follow",Private spa Archives | Caldea,,Private spa,260,0
https://www.caldea.com/blog/tag/massage-hot-stones/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,193,768,"2,288",,,"noindex, follow",Massage Hot Stones Archives | Caldea,,Massage Hot Stones,344,0
https://www.caldea.com/blog/tag/danse-du-ventre/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,37,2,192,772,"2,464",,,"noindex, follow",Danse du ventre Archives | Caldea,,Danse du ventre,304,0
http://www.caldea.com/ca/caldea-activitats-andorra.html,301,text/html,No indexable,Redirigido,6,1,1,0,0,"0,046",,,,,,,0,0
https://www.caldea.com/blog/tag/activities-andorra/?lang=en,200,text/html; charset=UTF-8,No indexable,noindex,6,45,8,207,818,"2,751",,,"noindex, follow",activities andorra Archives | Caldea,,activities andorra,314,0
https://www.caldea.com/blog/tag/oferta-caldea-activitats/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,41,2,201,799,"2,617",,,"noindex, follow",oferta caldea activitats Archives | Caldea,,oferta caldea activitats,365,0
https://www.caldea.com/blog/category/familles/page/10/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,40,3,226,896,"2,407",,,"noindex, follow",Familles Archives | Page 10 sur 11 | Caldea,,Familles,383,0
https://www.caldea.com/blog/tag/3-outdoor-lagoon-with-mountain-views/?lang=en,200,text/html; charset=UTF-8,No indexable,noindex,6,39,2,189,745,"2,390",,,"noindex, follow",3) Outdoor lagoon with mountain views Archives | Caldea,,3) Outdoor lagoon with mountain views,508,0
https://www.caldea.com/en/thermoludic/naturlandia-adult-offer,301,text/html; charset=UTF-8,No indexable,Redirigido,6,4,4,0,0,"0,043",,,,,,,0,0
https://www.caldea.com/blog/tag/massatges-i-tractaments/?lang=ca,200,text/html; charset=UTF-8,No indexable,noindex,6,45,6,213,847,"2,285",,,"noindex, follow",massatges i tractaments Archives | Caldea,,massatges i tractaments,383,0
https://www.caldea.com/fr/inuu/entree-nuit,301,text/html; charset=UTF-8,No indexable,Redirigido,6,4,2,0,0,"0,039",,,,,,,0,0
https://www.caldea.com/blog/tag/novedades-caldea-fr/?lang=fr,200,text/html; charset=UTF-8,No indexable,noindex,6,43,8,205,824,"2,457",,,"noindex, follow",novedades caldea Archives | Caldea,,novedades caldea,320,0
