Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
mascarillas de alta concentracion,68,68,40,6,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.18,636000,"[100,14,14,14,14,14,14,14,14,14,14,100]",2026-01-18,"Video, People also ask, Related searches, See results about","commercial, informational",Organic
mejores balnearios de tarragona,55,55,90,11,0.18,https://www.caldea.com/,0,0,0.00,0.99,188000,"[64,50,35,100,78,78,78,78,64,35,64,78]",2025-12-15,"Knowledge panel, Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
ludico,61,61,1900,43,0.00,https://www.caldea.com/,0,0,0.00,0,3380000,"[52,36,52,52,44,66,44,44,36,44,66,52]",2026-02-02,"Instant answer, Local pack, Image pack, Video, People also ask, Related searches, See results about",informational,Organic
masaje pie,71,71,390,9,0.18,https://www.caldea.com/nuestro-spa,0,0,0.00,1,59500000,"[11,11,4,7,100,5,52,8,11,25,8,8]",2026-01-19,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos","informational, transactional",Organic
comprar cuencos tibetanos,92,92,140,8,0.26,https://www.caldea.com/reserva-ahora,0,0,0.00,1,310000,"[35,53,0,12,100,17,12,12,28,43,28,35]",2025-12-30,"Local pack, Video, Popular products, Related searches",transactional,Organic
balneario spa cerca de mi,32,32,140,33,0.19,https://www.caldea.com/,0,0,0.00,0.97,371000000,"[53,42,65,100,53,53,53,26,42,65,100,65]",2025-12-23,"Sitelinks, Video, Image, Hotels Pack, Related searches",transactional,Organic
mejor toalla de baño,83,83,90,20,0.34,https://www.caldea.com/entradas,0,0,0.00,1,28000000,"[65,100,34,53,0,34,3,42,7,53,42,26]",2026-01-06,"Video, People also ask, Popular products, Related searches","commercial, informational",Organic
siam parc,73,73,210,42,0.40,https://www.caldea.com/,0,0,0.00,0.36,1860000,"[36,15,23,19,29,44,100,44,36,12,9,9]",2026-01-27,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
evasión spa,43,43,90,21,0.34,https://www.caldea.com/tratamientos,0,0,0.00,0.26,5310000,"[42,34,42,42,26,11,11,3,15,42,80,0]",2025-12-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
evasión spa,82,82,90,21,0.34,https://www.caldea.com/,0,0,0.00,0.26,5310000,"[42,34,42,42,26,11,11,3,15,42,80,0]",2025-12-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
alicante spa,84,95,880,23,0.23,https://www.caldea.com/,0,0,0.00,1,28400000,"[13,16,100,100,67,45,45,67,67,67,76,67]",2026-02-05,"Local pack, Video, Image, Related searches",commercial,Organic
restaurante en las caldas,45,45,40,14,0.24,https://www.caldea.com/,0,0,0.00,0.08,7630000,"[33,33,55,55,33,55,44,55,11,44,33,11]",2026-01-20,"Local pack, Video, Image, Related searches",commercial,Organic
restaurante en las caldas,90,90,40,14,0.24,https://www.caldea.com/entradas,0,0,0.00,0.08,7630000,"[33,33,55,55,33,55,44,55,11,44,33,11]",2026-01-20,"Local pack, Video, Image, Related searches",commercial,Organic
como hacer cajas de regalo,61,61,70,26,0.00,https://www.caldea.com/regala-caldea,0,0,0.00,0.93,44400000,"[100,35,17,5,5,5,5,5,5,5,5,12]",2026-01-06,"Image pack, Video, Image, Related searches, Short videos",informational,Organic
como hacer cajas de regalo,93,93,70,26,0.00,https://www.caldea.com/tarjeta-regalo,0,0,0.00,0.93,44400000,"[100,35,17,5,5,5,5,5,5,5,5,12]",2026-01-06,"Image pack, Video, Image, Related searches, Short videos",informational,Organic
alquiler en andorra la vella,62,62,70,,0.22,https://www.caldea.com/faq-caldea,0,0,0.00,0.19,425000,"[50,50,50,28,28,50,28,64,100,78,78,64]",2026-01-05,"Video, Image, People also ask, Related searches","informational, transactional",Organic
fotos del agua,74,74,210,,0.00,https://www.caldea.com/,0,0,0.00,0,995000000,"[19,29,12,36,29,36,19,19,23,29,44,44]",2026-01-11,"Image pack, Video, Image, Related searches",informational,Organic
booking extranet espanol,79,79,390,46,2.38,https://www.caldea.com/,0,0,0.00,0.09,20800000,"[30,36,24,16,20,24,20,45,45,24,24,16]",2026-01-09,"Video, Image, People also ask, Related searches","navigational, transactional",Organic
claudia restaurante,31,31,50,32,0.51,https://www.caldea.com/,0,0,0.00,0.1,20400000,"[8,0,6,3,3,1,8,0,28,0,0,35]",2026-01-07,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
el caldero fotos,18,18,50,20,0.00,https://www.caldea.com/,0,0,0.00,0.02,7070000,"[14,14,14,14,14,14,14,100,100,78,14,100]",2026-01-16,"Image pack, Video, Image, Related searches",informational,Organic
tratamientos de spa,31,31,50,12,0.28,https://www.caldea.com/tratamientos,0,0,0.00,0.57,25200000,"[17,29,29,41,29,29,29,17,17,23,64,41]",2025-12-22,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
75 minutos,27,27,50,,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.33,364000000,"[41,29,41,52,41,41,41,29,11,11,11,82]",2025-12-30,"Video, Image, People also ask, See results about","commercial, informational",Organic
75 minutos,94,94,50,,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,364000000,"[41,29,41,52,41,41,41,29,11,11,11,82]",2025-12-30,"Video, Image, People also ask, See results about","commercial, informational",Organic
balnearios catalunya,75,75,1300,15,0.19,https://www.caldea.com/,0,0,0.00,1,237000,"[23,19,16,12,12,10,10,16,16,16,19,16]",2026-01-21,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
balnearios catalunya,82,82,1300,15,0.19,https://www.caldea.com/,0,0,0.00,1,237000,"[23,19,16,12,12,10,10,16,16,16,19,16]",2026-01-21,"Sitelinks, Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
recupererà,66,66,90,27,0.00,https://www.caldea.com/blog/ski-caldea/?lang=fr,0,0,0.00,0.01,2280000,"[45,63,81,81,81,100,81,63,63,81,81,100]",2026-01-28,"Image pack, Video, Image, People also ask, AI overview",informational,Organic
barcelona hostales centro,39,39,90,28,0.67,https://www.caldea.com/,0,0,0.00,0.92,4180000,"[17,28,28,28,17,35,23,17,17,12,17,17]",2026-02-04,"Knowledge panel, Video, Image, Ads bottom, Hotels Pack, Related searches, AI overview",informational,Organic
restaurantes de altea,81,81,90,25,0.16,https://www.caldea.com/,0,0,0.00,0.15,1220000,"[19,15,15,26,53,53,26,26,65,65,26,26]",2025-12-31,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
spa privado para dos valencia,62,62,50,13,0.21,https://www.caldea.com/,0,0,0.00,1,5360000,"[21,21,21,78,78,21,21,14,28,28,28,21]",2026-01-02,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
restaurante la mola,38,38,720,30,0.00,https://www.caldea.com/,0,0,0.00,0.01,7990000,"[31,31,46,37,46,37,31,37,52,37,37,46]",2026-02-04,"Local pack, Video, Image, Related searches",commercial,Organic
restaurante la mola,74,74,720,30,0.00,https://www.caldea.com/reserva-ahora,0,0,0.00,0.01,7990000,"[31,31,46,37,46,37,31,37,52,37,37,46]",2026-02-04,"Local pack, Video, Image, Related searches",commercial,Organic
gran hotel cascada,31,31,110,16,0.28,https://www.caldea.com/nuestro-spa,0,0,0.00,0.29,11500000,"[6,12,15,15,12,12,12,19,23,23,15,9]",2026-01-27,"Video, Image, People also ask, Related searches",informational,Organic
fotos de grandvalira,62,62,70,33,0.00,https://www.caldea.com/,0,0,0.00,0.02,378000,"[21,21,53,81,34,21,6,6,6,6,9,6]",2025-12-22,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
aztecas de donde son,77,77,140,26,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,6920000,"[66,100,52,52,66,80,66,52,66,42,66,80]",2025-12-21,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
balneario mas grande de europa,11,11,140,19,0.00,https://www.caldea.com/,0,0,0.00,0,5600000,"[53,65,53,65,100,53,53,53,42,34,53,65]",2025-12-08,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
caldea por dentro,1,1,70,19,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
caldea por dentro,2,2,70,19,0.00,https://www.caldea.com/blog/dron-laguna-interior-inuu/,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,4,4,70,19,0.00,https://www.caldea.com/tour-virtual,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,7,7,70,19,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,16,16,70,19,0.00,https://www.caldea.com/fotos,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,32,32,70,19,0.00,https://www.caldea.com/premium,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,41,41,70,19,0.00,https://www.caldea.com/blog/5-banos-termales-termoludico-inuu/,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,45,45,70,19,0.00,https://www.caldea.com/origenes,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
caldea por dentro,53,53,70,19,0.00,https://www.caldea.com/premium,0,0,0.00,0.13,148000,"[14,14,14,78,100,14,14,100,100,78,14,50]",2026-01-26,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
belleza duo,30,30,90,30,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0,48700000,"[29,52,52,52,41,64,52,41,64,41,52,41]",2026-01-05,"Local pack, Image pack, Video, Related searches",commercial,Organic
siam waterpark tenerife,72,72,70,42,0.49,https://www.caldea.com/,0,0,0.00,0.47,703000,"[0,0,0,8,25,1,1,0,2,0,0,0]",2025-12-29,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",Organic
caja regalo cumpleaños,79,79,390,10,0.27,https://www.caldea.com/regala-caldea,0,0,0.00,1,39700000,"[36,45,45,30,30,24,24,20,24,30,30,24]",2025-12-16,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Organic
hôtel caldea,8,8,480,25,0.44,https://www.caldea.com/faq-caldea,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,People also ask
hôtel caldea,8,8,480,25,0.44,https://www.caldea.com/condiciones-reserva,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,People also ask
hôtel caldea,10,10,480,25,0.44,https://www.caldea.com/ofertas-premium-hotel,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,14,14,480,25,0.44,https://www.caldea.com/hotel,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,17,17,480,25,0.44,https://www.caldea.com/classic/oferta-hotel-4estrellas,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,22,22,480,25,0.44,https://www.caldea.com/ofertas-masajes-spa-hotel,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,25,25,480,25,0.44,https://www.caldea.com/familias,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,27,27,480,25,0.44,https://www.caldea.com/parejas,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,41,41,480,25,0.44,https://www.caldea.com/entrada-premium,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,53,53,480,25,0.44,https://www.caldea.com/faq-caldea,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,65,65,480,25,0.44,https://www.caldea.com/ofertas,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
hôtel caldea,87,87,480,25,0.44,https://www.caldea.com/entradas,0,0,0.00,0.86,318000,"[100,100,45,45,36,24,0,0,0,55,55,0]",2026-01-19,"Video, Image, Hotels Pack, People also ask, Related searches, See results about",transactional,Organic
ejercicio de psicomotricidad,89,89,110,8,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.27,2600000,"[66,80,52,33,42,42,66,42,52,52,42,33]",2025-12-20,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hotels in andorra la vella,58,58,70,26,0.54,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.97,2760000,"[11,15,8,11,11,5,11,5,11,8,6,11]",2026-02-01,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
hotels in andorra la vella,61,61,70,26,0.54,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.97,2760000,"[11,15,8,11,11,5,11,5,11,8,6,11]",2026-02-01,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
hotels in andorra la vella,95,95,70,26,0.54,https://www.caldea.com/,0,0,0.00,0.97,2760000,"[11,15,8,11,11,5,11,5,11,8,6,11]",2026-02-01,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
calella google maps,32,32,50,,0.00,https://www.caldea.com/,0,0,0.00,0.33,533000,"[9,9,9,9,9,9,80,80,9,9,9,33]",2026-02-01,"People also ask, Related searches","informational, transactional",Organic
especial san valentín,19,19,70,10,0.25,https://www.caldea.com/ofertas-especial-parejas,0,0,0.00,0.41,51300000,"[2,66,23,0,2,2,2,2,2,2,2,2]",2026-01-19,"Image pack, Image, Video Carousel, People also ask, Related searches",informational,Organic
especial san valentín,85,85,70,10,0.25,https://www.caldea.com/classic/especial-san-valentin-spa-menu,0,0,0.00,0.41,51300000,"[2,66,23,0,2,2,2,2,2,2,2,2]",2026-01-19,"Image pack, Image, Video Carousel, People also ask, Related searches",informational,Organic
musica relajada para leer,71,71,320,28,0.01,https://www.caldea.com/nuestro-spa,0,0,0.00,0.02,3970000,"[44,81,66,81,66,54,35,28,44,66,66,66]",2026-01-27,"Video, Image, Related searches","navigational, transactional",Organic
experiencias que regalar a tu pareja,37,37,30,15,0.28,https://www.caldea.com/regala-caldea,0,0,0.00,1,24500000,"[21,21,35,64,28,14,14,14,14,14,21,14]",2025-12-10,"Video, Image, People also ask, Related searches",informational,Organic
experiencias que regalar a tu pareja,63,63,30,15,0.28,https://www.caldea.com/regala-caldea,0,0,0.00,1,24500000,"[21,21,35,64,28,14,14,14,14,14,21,14]",2025-12-10,"Video, Image, People also ask, Related searches",informational,Organic
sport hotel andorra soldeu,67,67,170,18,0.47,https://www.caldea.com/,0,0,0.00,0.68,263000,"[53,100,100,35,35,17,10,12,28,43,43,43]",2025-12-25,"Sitelinks, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
fecha clasicos,76,76,140,42,0.00,https://www.caldea.com/entradas,0,0,0.00,0.33,20700000,"[100,1,1,1,1,1,1,1,1,1,1,1]",2025-12-24,"Video, People also ask, Related searches","commercial, informational",Organic
paquete esqui andorra,57,57,50,8,0.54,https://www.caldea.com/,0,0,0.00,0.92,648000,"[3,10,8,2,1,1,1,1,2,2,2,3]",2025-12-30,"Video, Image, Ads bottom, Related searches","commercial, informational",Organic
ban exterior,43,43,140,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,246000000,"[28,43,66,66,66,0,66,66,0,0,0,0]",2026-01-23,"Sitelinks, Video, Related searches, See results about",navigational,Organic
ban exterior,49,49,140,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,246000000,"[28,43,66,66,66,0,66,66,0,0,0,0]",2026-01-23,"Sitelinks, Video, Related searches, See results about",navigational,Organic
www booking extranet,42,42,320,52,2.74,https://www.caldea.com/,0,0,0.00,0.06,14700000,"[81,18,11,15,66,15,35,100,100,54,66,100]",2026-01-19,"Sitelinks, People also ask, Related searches","navigational, transactional",Organic
thermal baths,64,64,1600,35,0.56,https://www.caldea.com/en/,0,0,0.00,0.07,21900000,"[54,54,65,54,65,43,16,20,20,29,5,22]",2025-12-26,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
best hotels in andorra,30,30,210,23,0.41,https://www.caldea.com/,0,0,0.00,0.99,17100000,"[66,66,66,100,53,35,43,28,43,66,5,43]",2025-12-23,"Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches","informational, transactional",Organic
aire barcelona ancient baths,57,57,70,32,0.11,https://www.caldea.com/,0,0,0.00,0.45,265000,"[82,52,41,52,41,41,29,29,17,17,29,29]",2026-01-29,"Knowledge panel, Video, People also ask, Related searches","informational, navigational",Organic
fotos grandvalira,59,59,110,36,0.00,https://www.caldea.com/,0,0,0.00,0.02,379000,"[11,44,44,54,44,15,3,3,3,5,6,11]",2025-12-25,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
andorra la vella in winter,32,32,40,10,0.00,https://www.caldea.com/blog/what-to-do-andorra-winter/?lang=en,0,0,0.00,0.17,362000,"[18,18,18,100,100,100,18,0,18,18,18,18]",2025-12-23,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
andorra la vella in winter,78,78,40,10,0.00,https://www.caldea.com/blog/top-tips-for-visiting-andorra-in-winter-what-to-do-and-what-to-bring/?lang=en,0,0,0.00,0.17,362000,"[18,18,18,100,100,100,18,0,18,18,18,18]",2025-12-23,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
jacuzzi 2 personas exterior,33,33,40,8,0.52,https://www.caldea.com/nuestro-spa,0,0,0.00,1,7520000,"[0,0,17,11,11,0,29,29,100,17,17,11]",2026-01-24,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
jacuzzi 2 personas exterior,96,96,40,8,0.52,https://www.caldea.com/,0,0,0.00,1,7520000,"[0,0,17,11,11,0,29,29,100,17,17,11]",2026-01-24,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
72 horas sin fumar,76,76,110,,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0,4900000,"[28,65,28,43,0,34,34,34,34,43,53,43]",2026-01-05,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
andorra todo incluido,15,15,90,12,0.18,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.96,8600000,"[26,42,34,26,26,26,42,42,34,65,34,34]",2025-12-30,"Video, Image, Related searches, AI overview",informational,Organic
andorra todo incluido,41,41,90,12,0.18,https://www.caldea.com/,0,0,0.00,0.96,8600000,"[26,42,34,26,26,26,42,42,34,65,34,34]",2025-12-30,"Video, Image, Related searches, AI overview",informational,Organic
andorra todo incluido,81,81,90,12,0.18,https://www.caldea.com/ofertas,0,0,0.00,0.96,8600000,"[26,42,34,26,26,26,42,42,34,65,34,34]",2025-12-30,"Video, Image, Related searches, AI overview",informational,Organic
carta san valentin,62,62,480,25,0.00,https://www.caldea.com/classic/especial-san-valentin-spa-menu,0,0,0.00,0.13,12200000,"[0,4,54,0,0,0,0,0,0,0,0,0]",2026-01-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
restaurante japones as termas,42,42,40,25,0.00,https://www.caldea.com/ofertas,0,0,0.00,0.07,267000,"[50,50,28,35,28,21,21,21,21,21,14,14]",2026-01-19,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
hotel balneo spa,21,21,30,59,0.48,https://www.caldea.com/,0,0,0.00,0.55,2420000,"[18,18,18,18,100,18,18,18,18,18,18,18]",2025-12-20,"Sitelinks, Image, Related searches",informational,Organic
sothys precios,24,24,40,6,0.00,https://www.caldea.com/belleza-by-sothys/facial,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,37,37,40,6,0.00,https://www.caldea.com/,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,47,47,40,6,0.00,https://www.caldea.com/entradas,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,53,53,40,6,0.00,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,55,55,40,6,0.00,https://www.caldea.com/entrada-premium,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,56,56,40,6,0.00,https://www.caldea.com/reserva-ahora,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,58,58,40,6,0.00,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,59,59,40,6,0.00,https://www.caldea.com/entradas-plus,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
sothys precios,60,60,40,6,0.00,https://www.caldea.com/ofertas,0,0,0.00,1,14600,"[28,21,14,50,35,35,50,14,14,14,14,14]",2026-01-11,"Image, People also ask, Popular products, Related searches",commercial,Organic
teruel restaurantes,74,74,720,23,0.14,https://www.caldea.com/,0,0,0.00,0.04,2550000,"[52,5,52,4,66,4,3,13,7,13,20,8]",2026-01-19,"Local pack, Video, Image, Related searches",commercial,Organic
grandvalira grau roig,86,86,110,27,0.45,https://www.caldea.com/ofertas,0,0,0.00,0.37,277000,"[35,66,28,23,8,3,3,5,5,6,11,28]",2026-01-14,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
duchas piscinas,84,84,170,9,0.19,https://www.caldea.com/nuestro-spa,0,0,0.00,1,7450000,"[23,28,8,15,18,44,81,54,35,15,8,8]",2026-01-21,"Image pack, Video, Popular products, Related searches",informational,Organic
duchas piscinas,92,92,170,9,0.19,https://www.caldea.com/nuestro-spa,0,0,0.00,1,7450000,"[23,28,8,15,18,44,81,54,35,15,8,8]",2026-01-21,"Image pack, Video, Popular products, Related searches",informational,Organic
grandvalira booking,26,26,70,40,0.50,https://www.caldea.com/,0,0,0.00,0.57,117000,"[19,26,42,80,100,42,26,7,7,7,7,15]",2025-12-20,"Local pack, Video, Image, Ads top, Ads bottom, Related searches",navigational,Organic
balneario de aguas termales,32,32,90,42,0.13,https://www.caldea.com/,0,0,0.00,0.97,8640000,"[41,52,82,82,64,11,23,41,82,52,100,64]",2026-02-03,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic
para qué sirve el agua con sal y limón,93,93,50,42,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,55500000,"[14,14,14,14,14,14,100,100,100,14,14,14]",2026-01-13,"Image pack, Video, Image, People also ask, Related searches, Short videos, AI overview",informational,Organic
imagenes de masajes,61,61,140,28,0.00,https://www.caldea.com/,0,0,0.00,0.09,71300000,"[80,53,65,42,65,53,65,34,80,26,53,34]",2025-12-11,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
hotel escaldes,13,13,30,24,0.53,https://www.caldea.com/,0,0,0.00,1,572000,"[0,6,4,4,2,4,4,10,8,6,6,8]",2026-01-14,"Image, Hotels Pack, Related searches","informational, transactional",Organic
hotel escaldes,93,93,30,24,0.53,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,1,572000,"[0,6,4,4,2,4,4,10,8,6,6,8]",2026-01-14,"Image, Hotels Pack, Related searches","informational, transactional",Organic
club classique,22,22,110,,0.00,https://www.caldea.com/,0,0,0.00,0.06,87600000,"[4,4,4,3,3,7,5,3,2,2,3,2]",2026-01-20,"Image pack, Video, Video Carousel, Related searches","informational, transactional",Organic
alojamiento caldas centro,41,41,70,22,0.00,https://www.caldea.com/,0,0,0.00,0.01,395000,"[3,3,3,3,23,18,23,23,23,18,3,3]",2026-01-18,"Knowledge panel, Video, Image, AI overview","informational, transactional",Organic
blau hotels mallorca,57,57,260,18,0.65,https://www.caldea.com/,0,0,0.00,0.46,5500000,"[35,23,23,35,35,35,44,54,66,81,66,44]",2025-12-22,"Sitelinks, Image, Ads bottom, Hotels Pack, People also ask, Related searches","informational, transactional",Organic
hotel con jacuzzi en habitacion mallorca,74,74,50,8,0.31,https://www.caldea.com/,0,0,0.00,0.99,881000,"[0,100,17,11,52,11,41,52,17,17,5,11]",2025-12-26,"Sitelinks, Video, Image, Hotels Pack, Related searches","informational, transactional",Organic
carmen ayurveda,34,34,70,33,0.00,https://www.caldea.com/ofertas,0,0,0.00,0.01,714000,"[100,14,14,14,14,14,78,100,78,100,50,50]",2025-12-17,"Knowledge panel, Sitelinks, Video",navigational,Organic
hoteles 5 estrellas andorra,83,83,390,28,0.32,https://www.caldea.com/ofertas,0,0,0.00,0.86,1160000,"[29,36,54,36,29,23,23,54,67,67,54,54]",2026-01-27,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
piscina de hielos,32,32,90,11,0.22,https://www.caldea.com/nuestro-spa,0,0,0.00,0.99,13300000,"[5,5,0,0,0,0,0,35,82,100,66,0]",2025-12-23,"Local pack, Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
