Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
masajes para piernas,70,70,40,29,0.33,https://www.caldea.com/tratamientos,0,0,0.00,1,58700000,"[14,14,14,14,14,14,14,14,78,50,50,50]",2026-01-10,"Image pack, Video, Featured snippet, Image, Related searches, Short videos",informational,Organic
shopping andorra,85,85,40,11,0.00,https://www.caldea.com/blog/shopping-andorra-shops/?lang=en,0,0,0.00,0.01,173000000,"[11,11,100,11,11,11,41,11,11,11,11,11]",2025-12-09,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
faciales cerca de mi ubicación,91,91,30,5,1.44,https://www.caldea.com/,0,0,0.00,0.57,101000000,"[36,45,45,63,100,18,18,0,0,0,0,0]",2026-01-22,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
what is shiatsu,50,50,320,45,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0,7520000,"[54,81,81,81,66,81,66,81,66,66,66,66]",2025-12-09,"Instant answer, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
caldea spa andorra,47,47,480,35,0.57,https://www.caldea.com/entradas,0,0,0.00,0.02,326000,"[44,36,36,54,100,54,44,36,44,81,12,44]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa andorra,51,51,480,35,0.57,https://www.caldea.com/que-es-caldea,0,0,0.00,0.02,326000,"[44,36,36,54,100,54,44,36,44,81,12,44]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa andorra,70,70,480,35,0.57,https://www.caldea.com/regala-caldea,0,0,0.00,0.02,326000,"[44,36,36,54,100,54,44,36,44,81,12,44]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa andorra,77,77,480,35,0.57,https://www.caldea.com/fr/,0,0,0.00,0.02,326000,"[44,36,36,54,100,54,44,36,44,81,12,44]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa andorra,90,90,480,35,0.57,https://www.caldea.com/entrada-premium,0,0,0.00,0.02,326000,"[44,36,36,54,100,54,44,36,44,81,12,44]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
inuu,4,4,70,22,0.00,https://www.caldea.com/blog/inuu/?lang=en,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Image pack
inuu,4,4,70,22,0.00,https://www.caldea.com/blog/inuu-pause-printemps/?lang=fr,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Image pack
inuu,10,10,70,22,0.00,https://www.caldea.com/blog/inuu/?lang=en,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Organic
inuu,30,30,70,22,0.00,https://www.caldea.com/en/inuu/admission-to-inuu-60-minute-sensitive-skin-repairing-treatment,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Organic
inuu,49,49,70,22,0.00,https://www.caldea.com/en/inuu/admission-to-inuu-60-minute-sensitive-skin-repairing-treatment,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Organic
inuu,76,76,70,22,0.00,https://www.caldea.com/premium,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Organic
inuu,84,84,70,22,0.00,https://www.caldea.com/entrada-premium,0,0,0.00,0.33,1080000,"[41,29,29,23,41,29,41,100,17,64,11,64]",2026-01-26,"Image pack, Video, People also ask, Related searches",informational,Organic
hotels in andorra,85,85,320,22,0.59,https://www.caldea.com/,0,0,0.00,0.79,29600000,"[100,54,100,81,54,19,23,19,23,66,23,12]",2026-01-04,"Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches, Ads middle",commercial,Organic
tipos de pedicura,88,88,70,0,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.33,31200000,"[15,11,11,15,42,15,42,42,42,42,7,11]",2026-01-05,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
azteca restaurante cerca de mi,73,73,110,28,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.2,7800000,"[29,41,52,100,41,64,100,100,82,41,82,64]",2025-12-25,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
hora aqui,86,86,40,,0.00,https://www.caldea.com/entradas,0,0,0.00,0.33,872000000,"[18,18,18,18,100,18,18,18,18,100,18,18]",2026-01-09,"Video, People also ask, Related searches","informational, transactional",Organic
hora aqui,98,98,40,,0.00,https://www.caldea.com/entradas,0,0,0.00,0.33,872000000,"[18,18,18,18,100,18,18,18,18,100,18,18]",2026-01-09,"Video, People also ask, Related searches","informational, transactional",Organic
siam novotel,80,80,720,34,0.82,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.4,1330000,"[3,5,5,5,100,44,16,10,3,3,10,16]",2026-01-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cama de masaje,63,63,110,21,0.37,https://www.caldea.com/nuestro-spa,0,0,0.00,1,72800000,"[66,10,23,23,35,17,23,17,28,43,23,17]",2026-01-03,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
shiatsu massage in japan,66,66,170,,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.02,1490000,"[11,15,11,18,18,28,11,100,44,23,18,23]",2026-01-22,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
shiatsu massage in japan,72,72,170,,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.02,1490000,"[11,15,11,18,18,28,11,100,44,23,18,23]",2026-01-22,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
las caldas by blau hotels,50,50,40,7,0.00,https://www.caldea.com/,0,0,0.00,0.11,31200,"[45,18,18,100,63,18,27,36,27,45,36,27]",2025-12-16,"Image, Hotels Pack, Related searches","informational, transactional",Organic
las caldas by blau hotels,51,51,40,7,0.00,https://www.caldea.com/,0,0,0.00,0.11,31200,"[45,18,18,100,63,18,27,36,27,45,36,27]",2025-12-16,"Image, Hotels Pack, Related searches","informational, transactional",Organic
2 personas,53,0,50,21,0.00,https://www.caldea.com/classic/entrada-para-2-personas,0,0,0.00,0.33,1440000000,"[11,11,11,11,11,11,11,100,11,64,100,11]",2026-02-05,"Image pack, Video, People also ask, AI overview",informational,Organic
candela restaurante,62,62,140,42,0.00,https://www.caldea.com/,0,0,0.00,0.05,6660000,"[44,15,23,35,18,23,15,18,15,15,11,18]",2025-12-12,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
cuantas son 72 horas,99,99,40,17,0.00,https://www.caldea.com/entradas,0,0,0.00,0,57300000,"[0,0,0,0,0,0,0,0,4,100,0,0]",2026-01-24,"Video, People also ask, Related searches, AI overview",informational,Organic
loto te cambia la vida,66,66,70,47,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,1320000,"[15,43,34,15,28,6,6,21,34,34,28,21]",2025-12-31,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
hotel himàlaia soldeu,66,66,140,13,1.48,https://www.caldea.com/,0,0,0.00,0.59,208000,"[23,100,19,29,7,3,4,3,5,3,3,4]",2025-12-25,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
hora andorra,60,60,140,22,0.00,https://www.caldea.com/,0,0,0.00,0,32900000,"[11,8,11,35,6,100,18,15,28,6,11,8]",2025-12-11,"People also ask, Related searches","commercial, informational",Organic
what's a spa,24,24,210,15,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,694000000,"[23,35,23,17,82,66,23,100,35,100,66,28]",2026-01-14,"Instant answer, Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about, Discussions and forums, AI overview",informational,Organic
masajes abiertos cerca de mí,54,54,110,18,0.00,https://www.caldea.com/entradas,0,0,0.00,0.25,28500000,"[28,43,23,12,23,35,82,17,17,35,23,28]",2026-01-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
cuantos pies hay en 20 metros,86,86,70,23,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,29700000,"[18,18,100,100,100,18,100,100,45,81,63,63]",2026-01-02,"Instant answer, Video, People also ask, Related searches",informational,Organic
caldea ad,2,2,40,27,1.01,https://www.caldea.com/en/faq-caldea,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",People also ask
caldea ad,4,4,40,27,1.01,https://www.caldea.com/en/book-now,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
caldea ad,9,9,40,27,1.01,https://www.caldea.com/en/offerslisting,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
caldea ad,20,20,40,27,1.01,https://www.caldea.com/,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
caldea ad,25,25,40,27,1.01,https://www.caldea.com/en/shows,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
caldea ad,33,33,40,27,1.01,https://www.caldea.com/en/what-is-caldea,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
caldea ad,45,45,40,27,1.01,https://www.caldea.com/en/andorra-landing,0,0,0.00,0.03,352000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-12-21,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
cala vella mallorca,67,67,40,15,0.00,https://www.caldea.com/,0,0,0.00,0.29,465000,"[18,0,18,18,18,18,36,45,100,100,45,36]",2025-12-21,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
salas de piel 100 natural,53,53,30,12,0.45,https://www.caldea.com/nuestro-spa,0,0,0.00,1,9140000,"[9,9,9,9,9,14,14,9,19,33,23,9]",2026-01-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
masajes con aceite,76,76,90,15,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.17,58200000,"[78,64,64,64,28,78,78,64,100,50,50,78]",2025-12-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hotels in altea spain,81,81,390,12,1.38,https://www.caldea.com/,0,0,0.00,0.11,1960000,"[23,19,66,66,54,66,36,9,66,54,100,36]",2025-12-17,"Sitelinks, Image, Ads bottom, Hotels Pack, People also ask, Related searches, Ads middle",commercial,Organic
andorra escaldes engordany,92,92,70,19,0.00,https://www.caldea.com/,0,0,0.00,0.05,1120000,"[0,0,0,0,0,50,50,100,100,100,50,78]",2025-12-21,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
andorra winter,45,45,90,14,0.00,https://www.caldea.com/blog/top-tips-for-visiting-andorra-in-winter-what-to-do-and-what-to-bring/?lang=en,0,0,0.00,0.02,66300000,"[42,53,34,19,19,15,19,19,34,42,53,42]",2026-01-04,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
andorra winter,75,75,90,14,0.00,https://www.caldea.com/blog/winter-in-andorra-plans-for-enjoying-skiing-and-the-snow/?lang=en,0,0,0.00,0.02,66300000,"[42,53,34,19,19,15,19,19,34,42,53,42]",2026-01-04,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
los manguitos,99,99,90,24,0.00,https://www.caldea.com/entradas,0,0,0.00,0,4600000,"[33,33,23,33,19,42,42,42,42,52,66,52]",2025-12-20,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
cena romantica cerca de mi,76,76,70,23,0.88,https://www.caldea.com/,0,0,0.00,0.21,27400000,"[63,63,63,100,63,81,63,63,36,81,63,100]",2026-01-02,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
vapor 100 salina,52,52,40,21,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,1620000,"[0,100,17,17,17,29,11,29,11,11,11,11]",2026-01-25,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
andorra ski resort grandvalira,63,63,140,30,1.74,https://www.caldea.com/blog/ski-andorra-grandvalira-vallnord/?lang=en,0,0,0.00,0.04,247000,"[8,11,23,8,6,3,11,1,28,11,81,100]",2026-01-13,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
11 11 mañana o noche,89,0,50,30,0.00,https://www.caldea.com/entradas,0,0,0.00,0.33,736000000,"[41,29,41,41,29,41,29,29,29,23,23,11]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
aguastermales,24,24,90,34,0.87,https://www.caldea.com/aguas-termales,0,0,0.00,0.01,13800000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2026-01-14,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
balneario los chorros,86,86,40,18,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,793000,"[9,9,9,52,52,9,9,9,9,9,9,9]",2026-01-01,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos",commercial,Organic
regala park,74,74,140,20,0.00,https://www.caldea.com/,0,0,0.00,0.02,15600000,"[26,26,19,26,34,53,53,100,80,80,100,34]",2025-12-16,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
shiastu,57,74,40,48,0.62,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.26,21900000,"[35,82,2,0,7,2,2,2,0,2,0,5]",2026-02-05,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
acido para piscinas,91,91,40,0,0.82,https://www.caldea.com/nuestro-spa,0,0,0.00,1,5470000,"[18,18,18,18,18,18,63,63,63,63,18,18]",2025-12-27,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, AI overview","informational, transactional",Organic
termo de agua en ingles,56,56,110,16,0.00,https://www.caldea.com/,0,0,0.00,0,6170000,"[64,64,64,64,78,100,78,100,78,50,64,100]",2025-12-30,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
discoteca aqua,75,75,50,21,0.00,https://www.caldea.com/,0,0,0.00,0.01,5450000,"[45,45,63,27,45,63,63,45,45,63,63,63]",2026-01-31,"Video, Image, Related searches",informational,Organic
tanga abierta,46,46,110,19,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0.71,0,"[100,21,78,78,100,64,64,78,78,50,64,64]",2026-01-05,"Sitelinks, Video","commercial, informational",Organic
pont tibetà canillo,28,28,50,17,0.00,https://www.caldea.com/blog/tibetan-bridge/?lang=en,0,0,0.00,0.02,111000,"[29,29,29,17,17,17,11,23,17,29,100,23]",2025-12-15,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, navigational",Organic
andorra business news,73,73,260,15,0.00,https://www.caldea.com/blog/conference-investiment-andorra/?lang=en,0,0,0.00,0,89900000,"[2,54,100]",2026-01-09,"Video, People also ask, Related searches",informational,Organic
beneficios del hidromasaje,94,94,40,1,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,2730000,"[11,7,7,42,7,11,42,7,7,7,11,7]",2025-12-15,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
un x 100to,74,74,70,39,0.00,https://www.caldea.com/ofertas,0,0,0.00,0.33,32000000,"[0,0,0,0,0,0,100,3,1,23,0,0]",2026-01-14,"Knowledge panel, Sitelinks, Video, Featured video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
un x 100to,78,78,70,39,0.00,https://www.caldea.com/ofertas,0,0,0.00,0.33,32000000,"[0,0,0,0,0,0,100,3,1,23,0,0]",2026-01-14,"Knowledge panel, Sitelinks, Video, Featured video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
sala con baño de visita,70,70,50,22,0.00,https://www.caldea.com/,0,0,0.00,0.33,32800000,"[11,100,11,64,11,0,82,11,0,11,0,11]",2026-01-25,"Image pack, Video, Image, People also ask",informational,Organic
whats a shiatsu massage,63,63,140,18,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0,3220000,"[28,34,43,53,53,65,53,43,34,34,21,43]",2025-12-30,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
andorra en español,58,58,90,34,0.00,https://www.caldea.com/,0,0,0.00,0,203000000,"[19,42,3,34,26,26,42,26,26,42,42,53]",2025-12-28,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
servicio al cliente groupon,69,69,40,50,0.00,https://www.caldea.com/contacto,0,0,0.00,0.02,333000,"[27,63,9,0,9,63,0,18,45,63,63,36]",2026-01-03,"Knowledge panel, Sitelinks, Video, Related searches","informational, transactional",Organic
aunque pases por las aguas,56,56,210,22,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0,1890000,"[53,34,100,53,53,65,65,65,81,81,81,81]",2026-01-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
belly dance greece,64,64,110,24,0.00,https://www.caldea.com/blog/belly-dancing/?lang=en,0,0,0.00,0,5670000,"[52,42,52,19,42,100,66,42,33,52,66,80]",2026-02-01,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hotel barato cerca de mi ubicación,83,83,40,,0.87,https://www.caldea.com/,0,0,0.00,0.39,49100000,"[3,0,1,0,0,2,3,1,3,6,6,2]",2026-01-25,"Video, Image, Hotels Pack, People also ask, Related searches","informational, transactional",Organic
hoteles con jacuzzi privado cerca de mi,67,67,480,22,0.43,https://www.caldea.com/,0,0,0.00,0.55,6900000,"[36,55,100,76,55,20,20,24,30,24,16,13]",2026-01-28,"Image pack, Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
parco barcelona,77,77,50,36,0.00,https://www.caldea.com/,0,0,0.00,0.02,4940000,"[7,42,34,42,26,26,26,7,7,7,7,19]",2026-01-21,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
parco barcelona,82,82,50,36,0.00,https://www.caldea.com/,0,0,0.00,0.02,4940000,"[7,42,34,42,26,26,26,7,7,7,7,19]",2026-01-21,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
cubre cuello para el frio,74,74,40,22,0.35,https://www.caldea.com/nuestro-spa,0,0,0.00,1,7220000,"[78,78,14,14,14,14,14,14,14,14,14,14]",2026-01-22,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
what is an s.p.a,85,85,70,17,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,903000000,"[64,52,82,64,100,0,0,0,0,0,0,100]",2026-01-04,"Sitelinks, Video, Related searches, See results about, AI overview","commercial, informational",Organic
donde comprar jacuzzi,73,73,30,20,1.78,https://www.caldea.com/,0,0,0.00,0.78,7330000,"[22,55,22,100,77,33,33,0,0,0,0,0]",2026-02-03,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
masajes spa cerca de mi ubicación,60,60,480,17,0.91,https://www.caldea.com/,0,0,0.00,0.52,14800000,"[45,45,36,55,36,36,30,36,45,36,36,30]",2026-01-26,"Local pack, Image pack, Video, People also ask, Related searches",commercial,Organic
casa citron,87,87,140,28,0.00,https://www.caldea.com/fr/,0,0,0.00,0.03,13200000,"[43,43,34,43,53,43,34,43,43,21,43,43]",2025-12-28,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
pared de bambu interior,88,88,40,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,1,7510000,"[100,11,52,11,11,11,11,11,11,11,11,11]",2025-12-07,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
spa sport,1,1,70,9,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0.13,449000000,"[63,81,81,81,81,45,81,100,45,63,63,81]",2026-01-05,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
spas means,25,25,140,44,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,25900000,"[81,81,81,81,0,0,0,0,2,0,0,0]",2025-12-25,"Knowledge panel, Video, People also ask, Related searches",informational,Organic
color therapy,62,62,2400,63,0.47,https://www.caldea.com/blog/colour-therapy-chromotherapy/?lang=en,0,0,0.00,0.19,779000000,"[43,54,54,65,65,54,43,54,43,43,43,43]",2026-01-30,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
yhotel,75,75,50,24,2.35,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.19,3270000,"[0,0,0,0,0,0,0,0,0,1,0,0]",2025-12-10,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",navigational,Organic
altea gym,74,74,50,31,0.00,https://www.caldea.com/,0,0,0.00,0.01,867000,"[7,42,7,42,7,7,7,7,7,7,7,100]",2025-12-18,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
define spa,1,1,590,46,0.18,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,154000000,"[20,30,16,24,7,24,24,20,20,30,20,24]",2026-01-07,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,People also ask
mooi salon and spa,72,72,260,33,0.00,https://www.caldea.com/,0,0,0.00,0.03,873000,"[82,53,100,53,82,53,43,66,53,23,100,35]",2026-01-28,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
massage cerca de mi ubicación,74,74,210,29,0.76,https://www.caldea.com/,0,0,0.00,0.18,10700000,"[100,54,44,35,23,15,15,81,15,44,23,18]",2025-12-20,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
como hacer masajes espalda,73,73,90,23,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.02,5960000,"[52,41,52,52,52,52,52,82,82,52,41,52]",2025-12-14,"Image pack, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
agua termal en ingles,66,66,110,22,0.00,https://www.caldea.com/,0,0,0.00,0,4170000,"[52,52,66,33,42,42,66,66,42,33,52,66]",2026-01-01,"Instant answer, Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
aire bath barcelona,51,51,30,21,0.69,https://www.caldea.com/,0,0,0.00,0.03,11600000,"[80,60,40,60,40,100,60,60,60,60,60,60]",2025-12-06,"Knowledge panel, Sitelinks, Video, Image, Related searches","informational, navigational",Organic
para q sirve el sauna,53,53,40,5,0.11,https://www.caldea.com/blog/conoces-los-origenes-y-beneficios-de-la-sauna/,0,0,0.00,0.12,9890000,"[12,34,21,43,0,0,3,3,3,0,15,15]",2026-01-27,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
dibujo del sistema nervioso central,58,58,70,30,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,7510000,"[64,64,11,11,11,82,11,11,11,11,11,100]",2025-12-12,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
los limones el centro,60,60,70,25,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,11400000,"[14,78,50,64,35,50,50,35,50,50,50,35]",2026-01-28,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
unción en el aire,69,69,40,14,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,965000,"[13,3,0,3,1,2,1,1,1,1,1,1]",2026-01-20,"Knowledge panel, Video, Featured video, Video Carousel, People also ask, Short videos","informational, transactional",Organic
unción en el aire,76,76,40,14,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,965000,"[13,3,0,3,1,2,1,1,1,1,1,1]",2026-01-20,"Knowledge panel, Video, Featured video, Video Carousel, People also ask, Short videos","informational, transactional",Organic
tarjeta de regalos,71,71,320,37,1.30,https://www.caldea.com/tarjeta-regalo,0,0,0.00,0.98,360000000,"[13,27,20,1,2,3,3,2,3,3,2,24]",2026-01-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
hotel espacio 94,74,74,30,13,1.17,https://www.caldea.com/nuestro-spa,0,0,0.00,0.2,32500000,"[29,29,41,11,11,17,11,17,11,17,11,11]",2026-02-01,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
zapatos para meterse al agua,67,67,50,22,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,1,369000,"[11,11,34,11,11,100,34,11,11,11,7,7]",2026-01-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
source chaude,51,51,50,23,0.00,https://www.caldea.com/fr/eaux-thermales,0,0,0.00,0.33,40700000,"[7,7,7,7,11,11,42,42,7,42,42,11]",2025-12-24,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview","informational, transactional",Organic
caldara spas,91,91,30,15,1.59,https://www.caldea.com/,0,0,0.00,0.88,1720000,"[4,4,4,4,6,8,2,10,8,10,10,10]",2026-01-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, navigational",Organic
massage abierto ahora,36,36,90,20,0.00,https://www.caldea.com/,0,0,0.00,0.23,11100000,"[81,63,63,81,81,81,100,45,81,63,63,100]",2026-01-20,"Local pack, Video, Image, People also ask, Related searches",transactional,Organic
lugar de masajes relajantes cerca de mi,33,33,90,9,0.83,https://www.caldea.com/,0,0,0.00,0.38,5230000,"[14,14,14,78,78,78,100,100,100,78,50,50]",2026-02-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
voy a nadar en la piscina necesito,34,34,140,13,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0,574000,"[29,9,23,23,12,36,19,6,9,19,15,9]",2026-01-05,"Video, Video Carousel, Related searches","informational, transactional",Organic
de candela restaurante,77,77,70,35,0.00,https://www.caldea.com/,0,0,0.00,0.04,6660000,"[0,0,9,0,18,18,100,100,100,100,100,100]",2026-01-08,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",transactional,Organic
